REPORTID,USERID,REQUESTTYPE,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGITUDE,RADIUSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE,,,,,,,,,,,,,,,,,,,,,
67655,,of something that is not listed here,,,,-71.10279,42.33687,,because of an instantaneous walk sign people will press the button and walk right  into the road regardless of how close a car is and how fast it is traveling; people simply walk into the road without regard to traffic,,0,2/12/2016,20:42:01,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
67656,,bike facilities don't exist or need improvement,,,,-71.08861,42.335777,,It would be awesome to have NEU put down High Visiblity markers for pedestrians so that they are aware of the fact that they are crossing through what is essentially a bike highway.,,0,2/12/2016,21:00:32,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
67657,,bike facilities don't exist or need improvement,,,,-71.09465,42.331432,,"The sidewalk has a small mouth that is flush with the road that allows bike to get onto the sidewalk, however pedestrians regularly stand on the ramp blocking bikes ability pass without having to hop the curb.",,0,2/12/2016,21:13:17,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
67658,,"\\""\"" src=\""\""images/14 - Other issue.png\""\""></span>&nbsp;of something that is not listed here\""""",,,,-71.0769,42.341145,,Drivers do not stop for pedestrians in the designated crosswalks.  White striped lines and yellow signs!,,0,2/12/2016,21:22:30,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
67659,,people run red lights / stop signs,,,,-71.11441,42.30171,,"Everything at this intersection is a mess, especially cars turning left or going straight across the arborway and then blocking traffic when the light turns",,0,2/12/2016,22:44:56,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
67660,,it's too far / too many lanes to cross,,,,-71.12141,42.30872,,Confusing to get out of the rotary onto the arborway toward Forest Hills if people entering the rotary just before don't yield,,0,2/12/2016,22:46:22,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
67661,,it's too far / too many lanes to cross,,,,-71.12384,42.31919,,It's nearly impossible to turn left here when it's busy. This intersection would work much better as a rotary.,,0,2/12/2016,22:49:13,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
67662,,the roadway surface needs improvement,,,,-71.15017,42.335365,,Huge potholes,,0,2/12/2016,22:52:27,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
67663,,people don't yield while turning,,,,-71.15572,42.340256,,"Crossing here, people will drive up the hill and cross to go to Chestnut Hill Ave and barely stop or yield to pedestrians",,0,2/12/2016,23:04:32,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
67664,,sidewalks/ramps don't exist or need improvement,,,,-71.15453,42.341564,,"The ramp at the crosswalk to cross over to Embassy Rd dips so much that it creates a giant puddle/slush when it snows or rains and since the storefront is vacant right at the crosswalk, it often doesn't get shoveled",,0,2/12/2016,23:06:39,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
67665,,people run red lights / stop signs,,,,-71.049255,42.300552,,Everyone runs red lights and will not be in the left turn lane and will just speed through and merge into the left turn lane,,0,2/12/2016,23:11:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
67666,,there's not enough time to cross the street,,,,-71.12128,42.35166,,There is no walk signal to cross Babcock St.  Cars actually have a green light to turn right into pedestrians.,,0,2/13/2016,0:21:22,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68023,,people speed,,,,-70.999054,42.38388,,Drivers coming out of Winthrop are constantly speeding due to no law enforcement enforcing the traffic rules.,,0,2/12/2016,9:51:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68423,,people don't yield while going straight,,,,-71.00536,42.386257,,"\We could use a \""\""walk/don't walk\""\"" sign here as most drivers don't stop for pedestrians trying to cross the street.\""""",,0,2/12/2016,9:55:43,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68424,,it’s hard to see / low visibility,,,,-71.12489,42.352104,,Vehicles run up on outbound MBTA platform while aiming for outbound Comm Ave service road. Trouble distinguishing where road ends and platform begins. Also true but less frequent with inbound MBTA platform where it meets outbound lane of Comm Ave.,,0,2/12/2016,12:18:49,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68425,,people double park their vehicles,,,,-71.05393,42.367725,,Visibility impaired by double parked vehicles.  Worst when funeral being held and traffic down to one lane or tour buses double park regularly all along Commercial St.,,0,2/12/2016,12:36:03,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68426,,bike facilities don't exist or need improvement,,,,-71.14631,42.361534,,"There are no directions, lanes, or signals for bikes at all, including ones following the river bike path. Commute through here daily, it's very dangerous.",,0,2/12/2016,12:54:34,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68427,,bike facilities don't exist or need improvement,,,,-71.117485,42.361023,,So dangerous for bikes!,,0,2/12/2016,12:57:50,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68428,,bike facilities don't exist or need improvement,,,,-71.0616,42.34287,,"If you are riding or waiting at the light to cross Dot > Berkley, your lane disappears, merge right is scary, you're almost forced to take the whole lane or you will be sideswiped",,0,2/12/2016,14:39:36,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68429,,of something that is not listed here,,,,-71.05636,42.352947,,There delay  between the lights coming out of the tunnel and the on Purchase St causes pedestrians to cross when they do not have a Walk signal. They cross the street when the tunnel light turns green causing backup to exit the tunnel,,0,2/12/2016,14:55:14,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68430,,sidewalks/ramps don't exist or need improvement,,,,-71.14617,42.33967,,"There is a stretch of road about 75 feet with no sidewalk on either side, and it feels dangerously close to the traffic. Further, the sidewalk across the street from the mailbox is nearly inaccessible with overgrowth.",,0,2/12/2016,16:44:59,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68431,,it’s hard to see / low visibility,,,,-71.1459,42.339493,,"Walking against traffic, it is nearly impossible to see cars coming from around the bend of Colliston. There should be a stop sign turning from Colliston onto Lanark to slow traffic.",,0,2/12/2016,16:47:33,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68432,,it’s hard to see / low visibility,,,,-71.14746,42.3406,,"Sutherland comes down a hill and the intersection angle is steep. When cars are parked at the end, you can't see oncoming traffic until you are in the lane. Parking should be pushed back 50-100 feet.",,0,2/12/2016,16:48:48,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68433,,there's not enough time to cross the street,,,,-71.10313,42.316612,,"This is a dangerous intersection for pedestrians - many of which are school children. It really needs to have an exclusive pedestrian phase, as called for by the complete streets guidelines.",,0,2/12/2016,16:49:21,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68434,,people double park their vehicles,,,,-71.068924,42.343082,,,,0,2/12/2016,16:50:00,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68435,,of something that is not listed here,,,,-71.069534,42.343296,,Drivers go the wrong way purposefully,,0,2/12/2016,16:50:50,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68436,,people speed,,,,-71.03344,42.382595,,Condor Street has a lot of speeding - especially Todisco trucks. They think they own the streets.,,0,2/12/2016,16:55:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68437,,people speed,,,,-71.07701,42.33656,,Hard to make a left onto Washington because people speed and drive aggressively. I've been buzzed by angry people and honked at.,,0,2/12/2016,16:56:22,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68438,,people speed,,,,-71.08944,42.34567,,Lots of drivers rushing using this side street as a main cut-through street.,,0,2/12/2016,16:57:29,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68439,,people speed,,,,-71.09805,42.325752,,People drive too fast on this road. It needs to be made more narrow. People treat it like a highway. They don't yield on turns. They don't respect pedestrians or cyclists. A road diet is needed.,,0,2/12/2016,17:01:09,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68440,,of something that is not listed here,,,,-71.13664,42.36018,,"motorists will drive the wrong way to get to Everett St, including trucks delivering to the supermarket.",,0,2/12/2016,17:07:42,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68441,,people speed,,,,-71.13582,42.361942,,"a ped crosswalk was installed here, although it has not been striped yet, but cars zip by so fast that crossing is impossible.",,0,2/12/2016,17:11:42,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68442,,of something that is not listed here,,,,-71.11746,42.361004,,"There are no pedestrian lights, so you have to dash across the street between incoming traffic.  This is really, really awful and scary.",,0,2/12/2016,17:15:51,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68443,,people don't yield while turning,,,,-71.0766,42.288265,,Numerous fender benders and car accidents of cars trying to turn from Norfolk onto Elmhurst Street.,,0,2/12/2016,17:18:54,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68444,,bike facilities don't exist or need improvement,,,,-71.06044,42.34368,,There should really be a bike lane going over Broadway Bridge into South Boston and a return bike lane going into the South End on W 4th St.,,0,2/12/2016,17:19:55,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68445,,people double park their vehicles,,,,-71.07675,42.348984,,The hotel essentially uses the bike lane as a place to park cars and trucks.  It is always full and can never be used.,,0,2/12/2016,17:22:05,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68446,,of something that is not listed here,,,,-71.13156,42.36117,,"residents on Mead St, or on the first block of Raymond St., will drive against traffic to park.  They don't see bikes/peds approaching. I avoid at night, because it has happened too many times to count.",,0,2/12/2016,17:23:02,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68447,,people don't yield while turning,,,,-71.07639,42.348312,,It is hard for cars to see pedestrians or they just go anyway.,,0,2/12/2016,17:24:09,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68448,,of something that is not listed here,,,,-71.07615,42.347782,,Taxis pull in and out with impunity.  Very dangerous.,,0,2/12/2016,17:25:25,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68449,,bike facilities don't exist or need improvement,,,,-71.086136,42.349773,,"I think this is a currently dangerous street that could be better shared among pedestrians, cyclists, and motorists as they do in Holland and Denmark.",,0,2/12/2016,17:44:47,,,,,,,,,,,,,,,,,,,,,,,,,,,
68450,,people speed,,,,-71.053986,42.357967,,"people speed down Broad Street, and it is dangerous for pedestrians and cyclists.",,0,2/12/2016,18:01:08,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68451,,people double park their vehicles,,,,-71.1551,42.332397,,Not double parking but parking IN the bike lane.  Often a whole line of cars!,,0,2/12/2016,18:08:02,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68452,,people speed,,,,-71.05432,42.303753,,"It is very, very hard to make a left from Beach onto Freeport, and not just on a bike!  A light here would be amazing.",,0,2/12/2016,18:18:14,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68453,,of something that is not listed here,,,,-71.05866,42.356995,,"Walk Signal Error: When cars on Milk St get the green light to take the right onto 1-way Washington St, pedestrians get the walk signal at the same time. It is very dangerous and needs to be fixed ASAP",,0,2/12/2016,18:41:15,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68454,,people speed,,,,-71.08634,42.305935,,,,0,2/12/2016,19:02:22,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68455,,people speed,,,,-71.09477,42.313126,,,,0,2/12/2016,19:02:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68456,,people don't yield while going straight,,,,-71.13838,42.3532,,The BPD needs another 'sting' operation at the pedestrian crosswalk across Cambridge St.  Cars all too often do not stop for pedestrians in the cross walk.,,0,2/12/2016,19:34:39,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68457,,of something that is not listed here,,,,-71.039055,42.375584,,People cross against the signals; do not yield to No Walking lights.,,0,2/12/2016,20:44:24,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68458,,bike facilities don't exist or need improvement,,,,-71.09082,42.353497,,"People speed, lanes are so narrow; vehicles are dangerously close to the bike lane. Wind, rain, ice or snow make the bridge  very dangerous for cyclists. Please consider protected bike lanes, or at least enforcing the speed limit.",,0,2/12/2016,20:48:37,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68459,,people double park their vehicles,,,,-71.089645,42.351135,,I frequently have to merge with cars to get around double parked vehicles,,0,2/12/2016,20:49:49,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68460,,the roadway surface needs improvement,,,,-71.07791,42.347984,,There are deep metal slats in the road that can catch a bike's wheels. I've fallen because of these slats - is there any way these can be covered or protected?,,0,2/12/2016,20:52:23,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68461,,bike facilities don't exist or need improvement,,,,-71.095245,42.330948,,Pedestrians walking on the side walk have to cross over the bike path when both paths end at the Roxbury Xing stop. High Visibility markers on the concrete would notify peds to look both ways before crossing the bike path.,,0,2/12/2016,21:04:53,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68462,,of something that is not listed here,,,,-71.04213,42.28616,,"Getting onto the road here, especially going to 3A, is extremely difficult from the side street as it is just a stop sign and you have to catch the rest of the cars in between lights.",,0,2/12/2016,22:26:34,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68463,,people run red lights / stop signs,,,,-71.05534,42.28271,,People run the red light here frequently because it gets very busy at rush hour and people become impatient waiting behind someone trying to turn left,,0,2/12/2016,22:28:12,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68464,,people don't yield while turning,,,,-71.082436,42.28034,,This intersection is a mess with turning and people double parking ahead so that the entire thing becomes blocked,,0,2/12/2016,22:30:09,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68465,,it's too far / too many lanes to cross,,,,-71.10612,42.3006,,People don't know how to exit the rotary and then stay in the left lane and cut across cars entering the rotary to exit,,0,2/12/2016,22:40:01,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68466,,the roadway surface needs improvement,,,,-71.11111,42.301388,,"The road dips and causes a huge, deep puddle when it rains that cars have to slow down significantly to drive through (right lane)",,0,2/12/2016,22:42:59,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
68467,,of something that is not listed here,,,,-71.1667,42.350468,,lack of cross roads on washington street especially around the ymca.  very very busy area!  very hard to cross the street especially with children!,,0,2/13/2016,0:31:46,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68468,,it’s hard to see / low visibility,,,,-71.13718,42.34703,,As a resident I have witnessed at least three car crashes at this T intersection. People speed and parking on both sides limits visibility. Cars fail to yield to peds. Traffic calming or a 3-way stop needed,,0,2/13/2016,2:31:52,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
68469,,people don't yield while turning,,,,-71.11096,42.350895,,The bike lane is on the right of cars. Then a lane opens up to cars to the right. Now the bike lane is in the middle. Cars from the left cross the bike lane to move to the right. They don't consider that THEYRE CROSSING A BIKE LANE WHERE PEOPLE ARE.,,0,2/13/2016,2:57:49,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66823,,people speed,,,,-71.11449,42.323383,,Every other street around here has a stop light or a speed hump. This street does not. People FLY up this roadway after exiting the Jway,,0,2/11/2016,17:26:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66824,,people speed,,,,-71.113106,42.323215,,Really scary with the speed cars are traveling uphill at this point. makes it hard to bike uphill slowly with traffic whizzing by,,0,2/11/2016,17:27:02,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66825,,of something that is not listed here,,,,-71.05918,42.36295,,Drivers make right turns from through lanes,,0,2/11/2016,17:45:09,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66826,,people run red lights / stop signs,,,,-71.05831,42.362453,,Southbound left turning cars (from Congress onto Sudbury) frequently run the red light during the PM peak hour,,0,2/11/2016,17:46:22,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66827,,people don't yield while turning,,,,-71.07377,42.384926,,Drivers exiting do so from any lane. The through bike lane is not safe.,,0,2/11/2016,17:57:49,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66828,,people speed,,,,-71.13155,42.35112,,People speed up the one way street on a daily basis.  It becomes more dangerous at night when trying to cross the street in the residential area.,,0,2/11/2016,19:31:24,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66829,,of something that is not listed here,,,,-71.12477,42.352077,,"The MBTA trolleys consistently run the red light, often with one train stopping in the street so a train traveling in the opposite direction can also pass by, instead of waiting for their light.",,0,2/11/2016,19:39:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66830,,people double park their vehicles,,,,-71.01589,42.38277,,When dropping off /picking up children at all hours plus rush hour parents are double parked/parking in handicap spots etc waiting for their children then they speed /run red lights/stop signs/honk horns such uncalled for behavior and dangerous.,,0,2/11/2016,20:05:02,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
66831,,people don't yield while going straight,,,,-71.07978,42.342144,,,,0,2/11/2016,20:24:09,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66832,,people don't yield while going straight,,,,-71.06458,42.284756,,"\Pedestrians are not given priority in the crosswalks. A \""\""yield to pedestrians in crosswalk\""\"" sign would be helpful here (and near all MBTA stations)\""""",,0,2/11/2016,21:32:03,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66833,,people run red lights / stop signs,,,,-71.0752,42.339222,,People speed down rutland (btw Shawmut and Washington) the wrong way (very dangerous b/c this is a one-way street with lots of little kids),,0,2/11/2016,22:06:20,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66834,,people speed,,,,-71.07501,42.33879,,People whip down this street to avoid going up to Shawmut to make the turn. Very dangerous for small kid street. A speed bump should be put on this street.,,0,2/11/2016,22:26:47,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66835,,people don't yield while going straight,,,,-71.163994,42.336838,,"There's a crosswalk here, but it's dangerous/scary because most drivers here (prob BC students and out of towners) don't yield",,0,2/11/2016,22:49:53,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66836,,it's too far / too many lanes to cross,,,,-71.1246,42.352043,,"The amount of lanes you have to cross here is ridiculous. Could we not just get a crosswalk opposite star market, thus only crossing two lanes instead of 4?",,0,2/11/2016,22:55:51,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66837,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.13209,42.35301,,In all directions.,,0,2/11/2016,22:57:17,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
66838,,it’s hard to see / low visibility,,,,-71.14081,42.35795,,"Turning from Antwerp St or Litchfield St onto Lincoln St you're not able to see vehicles coming in either direction on Lincoln St. Plus, there isn't enough room for 2 cars to get by each other since there is parking on the side of both Litchfield & A",,0,2/11/2016,23:09:16,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
66839,,of something that is not listed here,,,,-71.0929,42.351326,,People in the lane for Fenway frequently swerve across to the Kenmore Sq lane because they don't know which lane to be in. Perhaps the signage could be clearer before this point?,,0,2/11/2016,23:21:34,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
66840,,bike facilities don't exist or need improvement,,,,-71.015915,42.380802,,"The East Greenway Bike Path ends right before connecting to Short St. If the greenway won't be finished, it should at least be connected to Short St so cars can drive through.",,0,2/11/2016,23:32:22,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66841,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.06432,42.3534,,"Many pedestrians want to cross to the movie theater, Ritz hotel and health club.  The wait to cross is too long, which encourages people to try to sprint across the multiple lanes between cars.  Not safe.",,0,2/12/2016,0:00:53,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66842,,people speed,,,,-71.079185,42.342663,,,,0,2/12/2016,0:45:44,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66843,,of something that is not listed here,,,,-71.07079,42.360985,,"Pedestrian are left in the island until the next walk sign. No one likes that, so they bolt across the street. Meanwhile drivers being nice stop to let pedestrians cross from the island to the T stop, causing chaos in the circle behind them.",,0,2/12/2016,1:15:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66844,,people speed,,,,-71.08966,42.327038,,people sometimes speed on Guild street despite the fact that cars may be parked on both sides of the street and it isnt very wide,,0,2/12/2016,1:22:02,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66845,,there's not enough time to cross the street,,,,-71.069824,42.34527,,"Walking east on tremont, you have no time to cross Berkeley. When the light is green, too many cars driving east on tremont turn right to go to I93 and the the light turns red. When is it pedestrians turn?",,0,2/12/2016,1:24:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66846,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.130196,42.35279,,The cross signal takes a very long time to come up. It is very dangerous to cross when there is no walk signal but because of the popular bus stops and the inconsistency of the MBTA  people are encouraged to run across the busy street.,,0,2/12/2016,1:42:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66847,,people speed,,,,-71.13094,42.354465,,People regularly speed down Farrington Ave.,,0,2/12/2016,1:44:54,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66848,,people speed,,,,-71.125114,42.35259,,,,0,2/12/2016,1:47:24,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66849,,it's too far / too many lanes to cross,,,,-71.12471,42.352062,,This is a very confusing intersection for pedestrians and vehicles because of the T tracks and the multiple roadways. This is a very long intersection to cross and there is not enough time to cross.,,0,2/12/2016,1:50:01,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66850,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.132095,42.35299,,It takes forever for the cross signal to turn green which leads to people crossing when it is not their turn which leads to dangerous situations for pedestrians and cars.,,0,2/12/2016,1:56:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66851,,people run red lights / stop signs,,,,-71.07616,42.297146,,"I work in the Holmes school, which is located on this corner. There is a three way stop at Harvard, school, and thane streets where no one ever stops- there should be a light! It's very unsafe for the kids walking to and from school and for drivers.",,0,2/12/2016,2:25:12,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
66852,,of something that is not listed here,,,,-71.074844,42.29678,,"Streetlights are very dim in this entire area, which surround an elementary school and residential area. It doesn't feel safe and there are drug users who congregate in the school yard after dark, leaving drug paraphernalia at times.",,0,2/12/2016,2:26:57,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
66853,,people double park their vehicles,,,,-71.13226,42.353752,,"People park in the bike lane, which causes me as a biker to have to travel in the car lane which is unsafe.",,0,2/12/2016,2:29:19,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
66854,,of something that is not listed here,,,,-71.151596,42.351494,,People drive in the oncoming lane because they think it's a one way street heading towards Market.  There is no yellow line to indicate otherwise.  I see this at least once a week.,,0,2/12/2016,2:38:10,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
66855,,people don't yield while turning,,,,-71.155754,42.349163,,A traffic light is badly needed here. Too much traffic coming out of Parsons St. to rely on a stop sign. I've seen cars drive in the wrong direction in order to make the turn onto Parsons from Washington. It's also dangerous for pedestrians.,,0,2/12/2016,3:01:34,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
66856,,bike facilities don't exist or need improvement,,,,-71.13194,42.356533,,this pedestrian bridge is heavily used and needs an update it is filled with trash and very narrow.,,0,2/12/2016,4:15:32,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
67223,,people don't yield while going straight,,,,-71.07998,42.344166,,Drivers often do not stop at the crosswalk. This is particularly dangerous because this is right next to a park where children play.,,0,2/12/2016,5:02:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
67224,,people double park their vehicles,,,,-71.054924,42.35498,,"\There are always cabs lined up in the bike lane. Sometimes they're apologetic and point to the line of cabs in front of them that somehow \""\""causes\""\"" them to need to infringe as well. Sometimes they are just shmucks.\""""",,0,2/12/2016,5:16:15,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
68823,,of something that is not listed here,,,,-71.151596,42.33662,,The rail tracks on the pavement run on the direction of the lane. A cyclist wanting to turn left onto Beacon Street can not safely make the turn as the bike wheels are likely to get caught on the rail tracks.,,0,2/12/2016,11:00:32,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
69223,,people cross away from the crosswalks,,,,-71.10522,42.33773,,Pedestrians frequently cross outside of crosswalks and when traffic has a green light. I have seen them mindlessly stroll onto traffic as of it were a car-free street.,,0,2/12/2016,11:04:14,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
69623,,of something that is not listed here,,,,-71.10998,42.340187,,Pedestrians always cross the intersection at Longwood Ave and Riverway (heading West away from Longwood Medical Area towards Coolidge Corner) when they do not have the walk sign causing traffic to back up as well as hazardous situations.,,0,2/12/2016,12:21:10,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
69624,,people double park their vehicles,,,,-71.05678,42.36816,,"Bike lane routines blocked by double parked cars, funeral card, tour buses with construction on opposite side of street.  Cars speed through intersection, ignore rules of the light.  Low visibility.",,0,2/12/2016,12:38:16,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
69625,,bike facilities don't exist or need improvement,,,,-71.14972,42.341377,,"No bike lane on busy road, no side lane",,0,2/12/2016,13:07:15,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
69626,,people don't yield while going straight,,,,-71.135345,42.352108,,"street is too narrow & suddenly turns into a one way street if you're not a car. People speed. there are some horrendous potholes about .2 miles of the way down this street, making it hard for any bikers to navigate while being chased by cars.",,0,2/12/2016,14:06:33,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
69627,,bike facilities don't exist or need improvement,,,,-71.07015,42.345448,,"At right bend here, cars take tight turn, merging right into where bikes ride, very scary, I have been run off the road here several times and crashed",,0,2/12/2016,14:41:33,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
69628,,of something that is not listed here,,,,-71.150375,42.3356,,"For drivers traveling north on Chestnut Hill Avenue and trying to turn inbound on beacon st, there are often pedestrians coming from the Reservoir T station that ignore the do not walk signal. It is dangerous for these pedestrians!",,0,2/12/2016,14:55:33,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
69629,,people double park their vehicles,,,,-71.16957,42.35595,,"This street is a nightmare. People park where ever they want because there is no enforcement. It's a narrow street and when people double park/park illegally, it's very dangerous",,0,2/12/2016,16:10:52,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
69630,,it’s hard to see / low visibility,,,,-71.122505,42.287624,,People speed around the corner and and it's impossible to see if anyone is coming.,,0,2/12/2016,16:40:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
69631,,it’s hard to see / low visibility,,,,-71.12239,42.2876,,"Because of parking on one side of this corner, people drive in the middle of the street while driving in both directions around the curve. I live on this corner and hear horns blaring at each other from near-misses.",,0,2/12/2016,16:41:54,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
69632,,of something that is not listed here,,,,-71.06987,42.357037,,Bikers do not follow the rule of the street.,,0,2/12/2016,16:44:15,,,,,,,,,,,,,,,,,,,,,,,,,,,
69633,,people speed,,,,-71.065285,42.34276,,People use Harrison ave as if it was an extension of the expressway. People do not stop for pedestrians in crosswalk. Of note many if not most of the drivers are in their cell phones,,0,2/12/2016,16:46:50,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
69634,,people speed,,,,-71.066734,42.343052,,And do not yield for pedestrians in cross,,0,2/12/2016,16:47:55,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
69635,,of something that is not listed here,,,,-71.06846,42.3434,,"A stop sign needs to be placed at this intersection. People speed , do not stop for pedestrians , turn without regard for pedestrians",,0,2/12/2016,16:49:29,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
69636,,people cross away from the crosswalks,,,,-71.122475,42.29178,,"There is no crosswalk here. There is a bus stop at Whipple that people routinely cross to, and it is difficult to cross in the mornings especially.",,0,2/12/2016,16:51:12,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
