INCIDENT,DATE,MODE,STATUS,location,COMMENTS
67637,2016-02-12T16:57:02.000Z,drives,Unassigned,"-71.010569819078327,42.394687215957241",Cars should not be allowed to turn left on to RT-A1 South from Suffolk Downs.
67638,2016-02-12T16:57:31.000Z,bikes,Unassigned,"-71.130162956857987,42.357860167111006","public service crews, including DPW, drive the wrong way on Royal St when providing service, including plowing and trash pick up.  They don't see bikes heading down the street with flow of traffic."
67639,2016-02-12T16:57:40.000Z,drives,Unassigned,"-71.03613007343921,42.382594886200366",It needs a stop sign (3-way) as people are speeding on Condor Street & it's hard to see pulling out.
67640,2016-02-12T16:58:18.000Z,walks,Unassigned,"-71.070255817933088,42.342931792468178",People - especially contractors delivery go the wrong way on ringold st
67641,2016-02-12T16:59:26.000Z,bikes,Unassigned,"-71.092341127365245,42.339612021907946","At evening rush hour, car traffic is often backed-up on west-bound side. Drivers too impatient to wait often drive on the wrong side of the road to pass the line of cars."
67642,2016-02-12T17:06:55.000Z,travels (other),Unassigned,"-70.99911737808246,42.389394575909463",I live on Waldemar Avenue and drivers use this section as a speed way to get to the highway.  There is a sharp curve by the Suffolk Downs Train Station on Walley Street that turns to Waldemar Ave.
67643,2016-02-12T17:20:37.000Z,bikes,Unassigned,"-71.061077299483898,42.342637391368264",There should be a bike lane going into the South End from South Boston here.
67644,2016-02-12T17:23:08.000Z,walks,Unassigned,"-71.078129442702263,42.351681902802056",No one yields to pedestrians.
67645,2016-02-12T17:27:40.000Z,bikes,Unassigned,"-71.071399780226599,42.332033088912887",
67646,2016-02-12T17:29:31.000Z,bikes,Unassigned,"-71.071169110827938,42.36132860823168",It is hard to turn right here as a biker as cars go into the bike lane.
67647,2016-02-12T17:45:03.000Z,walks,Unassigned,"-71.097139599727939,42.33177531960736","\"The walk signals and buttons don't work when you press the button. There is a \"\"no turn on red\"\" sign and people still run it when people are crossing.\""
67648,2016-02-12T17:45:37.000Z,walks,Unassigned,"-71.114257399912091,42.301867666347434",
67649,2016-02-12T18:00:50.000Z,bikes,Unassigned,"-71.119470330692351,42.2945524880543","Bike lane is extremely hilly, and bikes have to go into car lanes here."
67650,2016-02-12T18:05:50.000Z,bikes,Unassigned,"-71.160476966345016,42.3334757944316","People park (not just pullover but park) in bike lane on Beacon St along the Reservoir, especially on side across from water. Often not just a few cars but a line of many- this might happen for special events but it is a travel lane!"
67651,2016-02-12T18:19:34.000Z,drives,Unassigned,"-71.153940068854595,42.342697361939244","Because the lights are a half-block apart, cars running red/yellow lights on Chestnut Hill southbound cross Hatherly well after the Hatherly light has turned green. You can sit on Hatherly and watch car after car cross when Hatherly's light is green."
67652,2016-02-12T18:25:07.000Z,walks,Unassigned,"-71.104413749961921,42.315053758912867",
67653,2016-02-12T19:30:43.000Z,walks,Unassigned,"-71.134178223158727,42.288870794746707",Not only do people run this red light often sometimes my boys' school bus is passed here while stopped.
67654,2016-02-12T19:31:27.000Z,walks,Unassigned,"-71.139411213319292,42.351295369592236","I have lived on High Rock Way for 18 years, it has been two-way which acts as a traffic calmer and reduces use as a cut through. Making High Rock Way a one-way was attempted years ago and the neighborhood rejected it."
67655,2016-02-12T20:42:01.000Z,bikes,Unassigned,"-71.102791158098498,42.336866466374602",because of an instantaneous walk sign people will press the button and walk right  into the road regardless of how close a car is and how fast it is traveling; people simply walk into the road without regard to traffic
67656,2016-02-12T21:00:32.000Z,bikes,Unassigned,"-71.08860481041809,42.33577657131282",It would be awesome to have NEU put down High Visiblity markers for pedestrians so that they are aware of the fact that they are crossing through what is essentially a bike highway.
67657,2016-02-12T21:13:17.000Z,bikes,Unassigned,"-71.094650509111133,42.331433278255687","The sidewalk has a small mouth that is flush with the road that allows bike to get onto the sidewalk, however pedestrians regularly stand on the ramp blocking bikes ability pass without having to hop the curb."
67658,2016-02-12T21:22:30.000Z,walks,Unassigned,"-71.07689857738815,42.341146333981548",Drivers do not stop for pedestrians in the designated crosswalks.  White striped lines and yellow signs!
67659,2016-02-12T22:44:56.000Z,drives,Unassigned,"-71.11441302495021,42.301709713161223","Everything at this intersection is a mess, especially cars turning left or going straight across the arborway and then blocking traffic when the light turns"
67660,2016-02-12T22:46:22.000Z,drives,Unassigned,"-71.121404203174748,42.308718057773213",Confusing to get out of the rotary onto the arborway toward Forest Hills if people entering the rotary just before don't yield
67661,2016-02-12T22:49:13.000Z,drives,Unassigned,"-71.123836966728291,42.319190438662872",It's nearly impossible to turn left here when it's busy. This intersection would work much better as a rotary.
67662,2016-02-12T22:52:27.000Z,drives,Unassigned,"-71.150172236312329,42.335366147446791",Huge potholes
67663,2016-02-12T23:04:32.000Z,walks,Unassigned,"-71.155726420001059,42.340256362560432","Crossing here, people will drive up the hill and cross to go to Chestnut Hill Ave and barely stop or yield to pedestrians"
67664,2016-02-12T23:06:39.000Z,walks,Unassigned,"-71.154531496281479,42.341562866615597","The ramp at the crosswalk to cross over to Embassy Rd dips so much that it creates a giant puddle/slush when it snows or rains and since the storefront is vacant right at the crosswalk, it often doesn't get shoveled"
67665,2016-02-12T23:11:37.000Z,drives,Unassigned,"-71.049255463158374,42.300551168175531",Everyone runs red lights and will not be in the left turn lane and will just speed through and merge into the left turn lane
67666,2016-02-13T00:21:22.000Z,walks,Unassigned,"-71.121274116341837,42.351663071947826",There is no walk signal to cross Babcock St.  Cars actually have a green light to turn right into pedestrians.
68023,2016-02-12T09:51:41.000Z,walks,Unassigned,"-70.99905255654987,42.383878716990459",Drivers coming out of Winthrop are constantly speeding due to no law enforcement enforcing the traffic rules.
68423,2016-02-12T09:55:43.000Z,walks,Unassigned,"-71.005366476915398,42.386256112634861","\"We could use a \"\"walk/don't walk\"\" sign here as most drivers don't stop for pedestrians trying to cross the street.\""
68424,2016-02-12T12:18:49.000Z,walks,Unassigned,"-71.124896995831534,42.352103326085341",Vehicles run up on outbound MBTA platform while aiming for outbound Comm Ave service road. Trouble distinguishing where road ends and platform begins. Also true but less frequent with inbound MBTA platform where it meets outbound lane of Comm Ave.
68425,2016-02-12T12:36:03.000Z,drives,Unassigned,"-71.053934576369258,42.367725894239328",Visibility impaired by double parked vehicles.  Worst when funeral being held and traffic down to one lane or tour buses double park regularly all along Commercial St.
68426,2016-02-12T12:54:34.000Z,bikes,Unassigned,"-71.14631174344683,42.361533960447701","There are no directions, lanes, or signals for bikes at all, including ones following the river bike path. Commute through here daily, it's very dangerous."
68427,2016-02-12T12:57:50.000Z,bikes,Unassigned,"-71.117483484557638,42.361021411358351",So dangerous for bikes!
68428,2016-02-12T14:39:36.000Z,bikes,Unassigned,"-71.061600330083337,42.342870334829442","If you are riding or waiting at the light to cross Dot > Berkley, your lane disappears, merge right is scary, you're almost forced to take the whole lane or you will be sideswiped"
68429,2016-02-12T14:55:14.000Z,drives,Unassigned,"-71.056359293712802,42.35294852619937",There delay  between the lights coming out of the tunnel and the on Purchase St causes pedestrians to cross when they do not have a Walk signal. They cross the street when the tunnel light turns green causing backup to exit the tunnel
68430,2016-02-12T16:44:59.000Z,walks,Unassigned,"-71.146170380062131,42.339666543234515","There is a stretch of road about 75 feet with no sidewalk on either side, and it feels dangerously close to the traffic. Further, the sidewalk across the street from the mailbox is nearly inaccessible with overgrowth."
68431,2016-02-12T16:47:33.000Z,walks,Unassigned,"-71.145896794549103,42.339492074159132","Walking against traffic, it is nearly impossible to see cars coming from around the bend of Colliston. There should be a stop sign turning from Colliston onto Lanark to slow traffic."
68432,2016-02-12T16:48:48.000Z,drives,Unassigned,"-71.147463204876317,42.340598355927582","Sutherland comes down a hill and the intersection angle is steep. When cars are parked at the end, you can't see oncoming traffic until you are in the lane. Parking should be pushed back 50-100 feet."
68433,2016-02-12T16:49:21.000Z,walks,Unassigned,"-71.103126289886603,42.316612669327021","This is a dangerous intersection for pedestrians - many of which are school children. It really needs to have an exclusive pedestrian phase, as called for by the complete streets guidelines."
68434,2016-02-12T16:50:00.000Z,walks,Unassigned,"-71.068925442641699,42.343082461397607",
68435,2016-02-12T16:50:50.000Z,walks,Unassigned,"-71.069536986042721,42.343296569849173",Drivers go the wrong way purposefully
68436,2016-02-12T16:55:37.000Z,drives,Unassigned,"-71.03343713532152,42.382594886200366",Condor Street has a lot of speeding - especially Todisco trucks. They think they own the streets.
68437,2016-02-12T16:56:22.000Z,bikes,Unassigned,"-71.077009620835383,42.336557757446286",Hard to make a left onto Washington because people speed and drive aggressively. I've been buzzed by angry people and honked at.
68438,2016-02-12T16:57:29.000Z,bikes,Unassigned,"-71.089438977007788,42.345670545356398",Lots of drivers rushing using this side street as a main cut-through street.
68439,2016-02-12T17:01:09.000Z,walks,Unassigned,"-71.09805557409392,42.325751647529152",People drive too fast on this road. It needs to be made more narrow. People treat it like a highway. They don't yield on turns. They don't respect pedestrians or cyclists. A road diet is needed.
68440,2016-02-12T17:07:42.000Z,bikes,Unassigned,"-71.136639820836265,42.360180575349922","motorists will drive the wrong way to get to Everett St, including trucks delivering to the supermarket."
68441,2016-02-12T17:11:42.000Z,walks,Unassigned,"-71.13581705296923,42.361942998136371","a ped crosswalk was installed here, although it has not been striped yet, but cars zip by so fast that crossing is impossible."
68442,2016-02-12T17:15:51.000Z,bikes,Unassigned,"-71.117461356357254,42.361005555699599","There are no pedestrian lights, so you have to dash across the street between incoming traffic.  This is really, really awful and scary."
68443,2016-02-12T17:18:54.000Z,drives,Unassigned,"-71.07659924256582,42.288264620310677",Numerous fender benders and car accidents of cars trying to turn from Norfolk onto Elmhurst Street.
68444,2016-02-12T17:19:55.000Z,bikes,Unassigned,"-71.060438933286804,42.343680178365133",There should really be a bike lane going over Broadway Bridge into South Boston and a return bike lane going into the South End on W 4th St.
68445,2016-02-12T17:22:05.000Z,bikes,Unassigned,"-71.076750787455936,42.348984048766489",The hotel essentially uses the bike lane as a place to park cars and trucks.  It is always full and can never be used.
68446,2016-02-12T17:23:02.000Z,walks,Unassigned,"-71.131563070161491,42.361172036929851","residents on Mead St, or on the first block of Raymond St., will drive against traffic to park.  They don't see bikes/peds approaching. I avoid at night, because it has happened too many times to count."
68447,2016-02-12T17:24:09.000Z,walks,Unassigned,"-71.076394053880179,42.348313036602356",It is hard for cars to see pedestrians or they just go anyway.
68448,2016-02-12T17:25:25.000Z,bikes,Unassigned,"-71.076147290264899,42.347780780835464",Taxis pull in and out with impunity.  Very dangerous.
68449,2016-02-12T17:44:47.000Z,,Unassigned,"-71.08613717785849,42.349772999733304","I think this is a currently dangerous street that could be better shared among pedestrians, cyclists, and motorists as they do in Holland and Denmark."
68450,2016-02-12T18:01:08.000Z,bikes,Unassigned,"-71.053988221063079,42.357967195930037","people speed down Broad Street, and it is dangerous for pedestrians and cyclists."
68451,2016-02-12T18:08:02.000Z,bikes,Unassigned,"-71.155097689133697,42.332396267992124",Not double parking but parking IN the bike lane.  Often a whole line of cars!
68452,2016-02-12T18:18:14.000Z,bikes,Unassigned,"-71.054320676769947,42.303750997862188","It is very, very hard to make a left from Beach onto Freeport, and not just on a bike!  A light here would be amazing."
68453,2016-02-12T18:41:15.000Z,walks,Unassigned,"-71.058660628350367,42.356994017834026","Walk Signal Error: When cars on Milk St get the green light to take the right onto 1-way Washington St, pedestrians get the walk signal at the same time. It is very dangerous and needs to be fixed ASAP"
68454,2016-02-12T19:02:22.000Z,walks,Unassigned,"-71.086339482952056,42.305935841056446",
68455,2016-02-12T19:02:36.000Z,walks,Unassigned,"-71.094772348511441,42.313124207920865",
68456,2016-02-12T19:34:39.000Z,walks,Unassigned,"-71.138381245438708,42.35319828023065",The BPD needs another 'sting' operation at the pedestrian crosswalk across Cambridge St.  Cars all too often do not stop for pedestrians in the cross walk.
68457,2016-02-12T20:44:24.000Z,drives,Unassigned,"-71.039053009914042,42.37558486406941",People cross against the signals; do not yield to No Walking lights.
68458,2016-02-12T20:48:37.000Z,bikes,Unassigned,"-71.090820314623542,42.353495604626957","People speed, lanes are so narrow; vehicles are dangerously close to the bike lane. Wind, rain, ice or snow make the bridge  very dangerous for cyclists. Please consider protected bike lanes, or at least enforcing the speed limit."
68459,2016-02-12T20:49:49.000Z,bikes,Unassigned,"-71.089645507776424,42.351136790939151",I frequently have to merge with cars to get around double parked vehicles
68460,2016-02-12T20:52:23.000Z,bikes,Unassigned,"-71.077913525437182,42.347984961030917",There are deep metal slats in the road that can catch a bike's wheels. I've fallen because of these slats - is there any way these can be covered or protected?
68461,2016-02-12T21:04:53.000Z,bikes,Unassigned,"-71.09524327772273,42.330948468671956",Pedestrians walking on the side walk have to cross over the bike path when both paths end at the Roxbury Xing stop. High Visibility markers on the concrete would notify peds to look both ways before crossing the bike path.
68462,2016-02-12T22:26:34.000Z,drives,Unassigned,"-71.042132856916197,42.286161317223403","Getting onto the road here, especially going to 3A, is extremely difficult from the side street as it is just a stop sign and you have to catch the rest of the cars in between lights."
68463,2016-02-12T22:28:12.000Z,drives,Unassigned,"-71.055340054411644,42.282712542631565",People run the red light here frequently because it gets very busy at rush hour and people become impatient waiting behind someone trying to turn left
68464,2016-02-12T22:30:09.000Z,drives,Unassigned,"-71.082435729917393,42.280339167391411",This intersection is a mess with turning and people double parking ahead so that the entire thing becomes blocked
68465,2016-02-12T22:40:01.000Z,drives,Unassigned,"-71.106116953045657,42.300597292588826",People don't know how to exit the rotary and then stay in the left lane and cut across cars entering the rotary to exit
68466,2016-02-12T22:42:59.000Z,drives,Unassigned,"-71.111104520775655,42.30138883450514","The road dips and causes a huge, deep puddle when it rains that cars have to slow down significantly to drive through (right lane)"
68467,2016-02-13T00:31:46.000Z,walks,Unassigned,"-71.166703765399348,42.350469319704089",lack of cross roads on washington street especially around the ymca.  very very busy area!  very hard to cross the street especially with children!
68468,2016-02-13T02:31:52.000Z,walks,Unassigned,"-71.137176933426105,42.347028974077489",As a resident I have witnessed at least three car crashes at this T intersection. People speed and parking on both sides limits visibility. Cars fail to yield to peds. Traffic calming or a 3-way stop needed
68469,2016-02-13T02:57:49.000Z,bikes,Unassigned,"-71.110962363280265,42.350893966974731",The bike lane is on the right of cars. Then a lane opens up to cars to the right. Now the bike lane is in the middle. Cars from the left cross the bike lane to move to the right. They don't consider that THEYRE CROSSING A BIKE LANE WHERE PEOPLE ARE.
66823,2016-02-11T17:26:18.000Z,walks,Unassigned,"-71.114485445331809,42.323383365157333",Every other street around here has a stop light or a speed hump. This street does not. People FLY up this roadway after exiting the Jway
66824,2016-02-11T17:27:02.000Z,bikes,Unassigned,"-71.113106789187157,42.323216783838198",Really scary with the speed cars are traveling uphill at this point. makes it hard to bike uphill slowly with traffic whizzing by
66825,2016-02-11T17:45:09.000Z,bikes,Unassigned,"-71.059180977478675,42.362949791251737",Drivers make right turns from through lanes
66826,2016-02-11T17:46:22.000Z,bikes,Unassigned,"-71.058311941882948,42.362452342363873",Southbound left turning cars (from Congress onto Sudbury) frequently run the red light during the PM peak hour
66827,2016-02-11T17:57:49.000Z,bikes,Unassigned,"-71.073767264106763,42.384925392714834",Drivers exiting do so from any lane. The through bike lane is not safe.
66828,2016-02-11T19:31:24.000Z,walks,Unassigned,"-71.131550999499012,42.351120365166999",People speed up the one way street on a daily basis.  It becomes more dangerous at night when trying to cross the street in the residential area.
66829,2016-02-11T19:39:41.000Z,walks,Unassigned,"-71.124767383309091,42.352079048950799","The MBTA trolleys consistently run the red light, often with one train stopping in the street so a train traveling in the opposite direction can also pass by, instead of waiting for their light."
66830,2016-02-11T20:05:02.000Z,travels (other),Unassigned,"-71.015890123687882,42.382769234968279",When dropping off /picking up children at all hours plus rush hour parents are double parked/parking in handicap spots etc waiting for their children then they speed /run red lights/stop signs/honk horns such uncalled for behavior and dangerous.
66831,2016-02-11T20:24:09.000Z,walks,Unassigned,"-71.079780342276891,42.342144737612195",
66832,2016-02-11T21:32:03.000Z,walks,Unassigned,"-71.064585027530612,42.284755924478347","\"Pedestrians are not given priority in the crosswalks. A \"\"yield to pedestrians in crosswalk\"\" sign would be helpful here (and near all MBTA stations)\""
66833,2016-02-11T22:06:20.000Z,walks,Unassigned,"-71.075204494001184,42.339222440388703",People speed down rutland (btw Shawmut and Washington) the wrong way (very dangerous b/c this is a one-way street with lots of little kids)
66834,2016-02-11T22:26:47.000Z,walks,Unassigned,"-71.075015398633852,42.338791221561159",People whip down this street to avoid going up to Shawmut to make the turn. Very dangerous for small kid street. A speed bump should be put on this street.
66835,2016-02-11T22:49:53.000Z,walks,Unassigned,"-71.163990977208812,42.336839298796008","There's a crosswalk here, but it's dangerous/scary because most drivers here (prob BC students and out of towners) don't yield"
66836,2016-02-11T22:55:51.000Z,walks,Unassigned,"-71.124600055019414,42.352041674267497","The amount of lanes you have to cross here is ridiculous. Could we not just get a crosswalk opposite star market, thus only crossing two lanes instead of 4?"
66837,2016-02-11T22:57:17.000Z,drives,Unassigned,"-71.132091464601501,42.35300700054659",In all directions.
66838,2016-02-11T23:09:16.000Z,drives,Unassigned,"-71.140804307187167,42.357949778883054","Turning from Antwerp St or Litchfield St onto Lincoln St you're not able to see vehicles coming in either direction on Lincoln St. Plus, there isn't enough room for 2 cars to get by each other since there is parking on the side of both Litchfield & A"
66839,2016-02-11T23:21:34.000Z,drives,Unassigned,"-71.092903050524924,42.351327085142067",People in the lane for Fenway frequently swerve across to the Kenmore Sq lane because they don't know which lane to be in. Perhaps the signage could be clearer before this point?
66840,2016-02-11T23:32:22.000Z,bikes,Unassigned,"-71.015912977727012,42.380802217401587","The East Greenway Bike Path ends right before connecting to Short St. If the greenway won't be finished, it should at least be connected to Short St so cars can drive through."
66841,2016-02-12T00:00:53.000Z,walks,Unassigned,"-71.064320090098818,42.353400460548301","Many pedestrians want to cross to the movie theater, Ritz hotel and health club.  The wait to cross is too long, which encourages people to try to sprint across the multiple lanes between cars.  Not safe."
66842,2016-02-12T00:45:44.000Z,walks,Unassigned,"-71.079188609422829,42.342664208520716",
66843,2016-02-12T01:15:36.000Z,walks,Unassigned,"-71.070792260379733,42.360985736618389","Pedestrian are left in the island until the next walk sign. No one likes that, so they bolt across the street. Meanwhile drivers being nice stop to let pedestrians cross from the island to the T stop, causing chaos in the circle behind them."
66844,2016-02-12T01:22:02.000Z,walks,Unassigned,"-71.089661600196436,42.32703812769747",people sometimes speed on Guild street despite the fact that cars may be parked on both sides of the street and it isnt very wide
66845,2016-02-12T01:24:08.000Z,walks,Unassigned,"-71.069820965063613,42.34526910681938","Walking east on tremont, you have no time to cross Berkeley. When the light is green, too many cars driving east on tremont turn right to go to I93 and the the light turns red. When is it pedestrians turn?"
66846,2016-02-12T01:42:11.000Z,walks,Unassigned,"-71.130195143494603,42.352789951717249",The cross signal takes a very long time to come up. It is very dangerous to cross when there is no walk signal but because of the popular bus stops and the inconsistency of the MBTA  people are encouraged to run across the busy street.
66847,2016-02-12T01:44:54.000Z,walks,Unassigned,"-71.130946162021573,42.354466854652003",People regularly speed down Farrington Ave.
66848,2016-02-12T01:47:24.000Z,walks,Unassigned,"-71.125115039408882,42.352587769435665",
66849,2016-02-12T01:50:01.000Z,walks,Unassigned,"-71.124712708247628,42.352062487331054",This is a very confusing intersection for pedestrians and vehicles because of the T tracks and the multiple roadways. This is a very long intersection to cross and there is not enough time to cross.
66850,2016-02-12T01:56:36.000Z,walks,Unassigned,"-71.13209213564302,42.352989161236039",It takes forever for the cross signal to turn green which leads to people crossing when it is not their turn which leads to dangerous situations for pedestrians and cars.
66851,2016-02-12T02:25:12.000Z,drives,Unassigned,"-71.076153996188495,42.29714533959671","I work in the Holmes school, which is located on this corner. There is a three way stop at Harvard, school, and thane streets where no one ever stops- there should be a light! It's very unsafe for the kids walking to and from school and for drivers."
66852,2016-02-12T02:26:57.000Z,walks,Unassigned,"-71.074845078056001,42.296780294568855","Streetlights are very dim in this entire area, which surround an elementary school and residential area. It doesn't feel safe and there are drug users who congregate in the school yard after dark, leaving drug paraphernalia at times."
66853,2016-02-12T02:29:19.000Z,bikes,Unassigned,"-71.132260443994653,42.353753284898154","People park in the bike lane, which causes me as a biker to have to travel in the car lane which is unsafe."
66854,2016-02-12T02:38:10.000Z,travels (other),Unassigned,"-71.151599171513595,42.351493592014009",People drive in the oncoming lane because they think it's a one way street heading towards Market.  There is no yellow line to indicate otherwise.  I see this at least once a week.
66855,2016-02-12T03:01:34.000Z,drives,Unassigned,"-71.15575190969723,42.349162420480297",A traffic light is badly needed here. Too much traffic coming out of Parsons St. to rely on a stop sign. I've seen cars drive in the wrong direction in order to make the turn onto Parsons from Washington. It's also dangerous for pedestrians.
66856,2016-02-12T04:15:32.000Z,walks,Unassigned,"-71.13194394326554,42.356532198418691",this pedestrian bridge is heavily used and needs an update it is filled with trash and very narrow.
67223,2016-02-12T05:02:18.000Z,walks,Unassigned,"-71.079976143567791,42.344166872375276",Drivers often do not stop at the crosswalk. This is particularly dangerous because this is right next to a park where children play.
67224,2016-02-12T05:16:15.000Z,bikes,Unassigned,"-71.054921629033771,42.354982206173695","\"There are always cabs lined up in the bike lane. Sometimes they're apologetic and point to the line of cabs in front of them that somehow \"\"causes\"\" them to need to infringe as well. Sometimes they are just shmucks.\""
68823,2016-02-12T11:00:32.000Z,bikes,Unassigned,"-71.151596489144154,42.33661922059111",The rail tracks on the pavement run on the direction of the lane. A cyclist wanting to turn left onto Beacon Street can not safely make the turn as the bike wheels are likely to get caught on the rail tracks.
69223,2016-02-12T11:04:14.000Z,bikes,Unassigned,"-71.105217071997998,42.337729187767891",Pedestrians frequently cross outside of crosswalks and when traffic has a green light. I have seen them mindlessly stroll onto traffic as of it were a car-free street.
69623,2016-02-12T12:21:10.000Z,walks,Unassigned,"-71.109976651800466,42.340185980833866",Pedestrians always cross the intersection at Longwood Ave and Riverway (heading West away from Longwood Medical Area towards Coolidge Corner) when they do not have the walk sign causing traffic to back up as well as hazardous situations.
69624,2016-02-12T12:38:16.000Z,drives,Unassigned,"-71.05677771819235,42.368161868461449","Bike lane routines blocked by double parked cars, funeral card, tour buses with construction on opposite side of street.  Cars speed through intersection, ignore rules of the light.  Low visibility."
69625,2016-02-12T13:07:15.000Z,bikes,Unassigned,"-71.149715590314074,42.341375516843371","No bike lane on busy road, no side lane"
69626,2016-02-12T14:06:33.000Z,bikes,Unassigned,"-71.135344984694157,42.352108078079915","street is too narrow & suddenly turns into a one way street if you're not a car. People speed. there are some horrendous potholes about .2 miles of the way down this street, making it hard for any bikers to navigate while being chased by cars."
69627,2016-02-12T14:41:33.000Z,bikes,Unassigned,"-71.070151211813197,42.34544752426342","At right bend here, cars take tight turn, merging right into where bikes ride, very scary, I have been run off the road here several times and crashed"
69628,2016-02-12T14:55:33.000Z,drives,Unassigned,"-71.150376880618893,42.335602092108594","For drivers traveling north on Chestnut Hill Avenue and trying to turn inbound on beacon st, there are often pedestrians coming from the Reservoir T station that ignore the do not walk signal. It is dangerous for these pedestrians!"
69629,2016-02-12T16:10:52.000Z,drives,Unassigned,"-71.169568947387944,42.355951262496781","This street is a nightmare. People park where ever they want because there is no enforcement. It's a narrow street and when people double park/park illegally, it's very dangerous"
69630,2016-02-12T16:40:37.000Z,walks,Unassigned,"-71.12250217442066,42.287625819827284",People speed around the corner and and it's impossible to see if anyone is coming.
69631,2016-02-12T16:41:54.000Z,drives,Unassigned,"-71.12238952119246,42.287602008907712","Because of parking on one side of this corner, people drive in the middle of the street while driving in both directions around the curve. I live on this corner and hear horns blaring at each other from near-misses."
69632,2016-02-12T16:44:15.000Z,,Unassigned,"-71.069866897720715,42.357035640674169",Bikers do not follow the rule of the street.
69633,2016-02-12T16:46:50.000Z,walks,Unassigned,"-71.06528300323501,42.342757332453026",People use Harrison ave as if it was an extension of the expressway. People do not stop for pedestrians in crosswalk. Of note many if not most of the drivers are in their cell phones
69634,2016-02-12T16:47:55.000Z,walks,Unassigned,"-71.066736760334024,42.343050741687954",And do not yield for pedestrians in cross
69635,2016-02-12T16:49:29.000Z,walks,Unassigned,"-71.068458738207198,42.34339965827796","A stop sign needs to be placed at this intersection. People speed , do not stop for pedestrians , turn without regard for pedestrians"
69636,2016-02-12T16:51:12.000Z,walks,Unassigned,"-71.12247583491822,42.291778261360086","There is no crosswalk here. There is a bus stop at Whipple that people routinely cross to, and it is difficult to cross in the mornings especially."
69637,2016-02-12T16:51:41.000Z,bikes,Unassigned,"-71.087655308230779,42.347292132329471",Maybe add 2-stage left bike turn boxes to aid left turns from each direction? There is enough space for it.  I do 2-stage left turns there already- make it official! It's also safer/easier at this crazy intersection.
69638,2016-02-12T16:53:02.000Z,bikes,Unassigned,"-71.092833723941183,42.349981138898343","Westbound, under the overpass is a free-for-all. The far right lane is exceedingly wide separated by a solid white line. Both cyclists and motorists use this lane, both as a bike lane and as a way for motorists to skirt congestion at the stop light."
69639,2016-02-12T16:54:41.000Z,walks,Unassigned,"-71.07065278525377,42.344529660694114","People speed, move rapidly from lane and do not stop for pedestrians . True for much of this stretch of Tremont st"
69640,2016-02-12T16:55:35.000Z,walks,Unassigned,"-71.104188444403817,42.31555356638134",Too many cars ignore the pedestrian crosswalk & shout profanities at pedestrians
69641,2016-02-12T16:56:40.000Z,walks,Unassigned,"-71.071613016020535,42.343974574582191","People run red light and rush to turn into Waltham st, disregarding pedestrian traffic"
69642,2016-02-12T16:56:52.000Z,drives,Unassigned,"-71.033447863900946,42.382507710971318",Needs a stop sign (3-way) as people speed on Condor and it's hard to see when pulling out.
69643,2016-02-12T17:04:38.000Z,walks,Unassigned,"-71.090785446515781,42.346451607912364",At rush hour drivers routinely block intersection/crosswalk and run light. I have to squeeze through car traffic to cross.
69644,2016-02-12T17:07:00.000Z,walks,Unassigned,"-71.106350304813759,42.303227791276875",With bridge closure brookley has become a 'short cut' people speed very fast on a narrow road. Unsafe conditions. Please install speed tables.
69645,2016-02-12T17:10:36.000Z,bikes,Unassigned,"-71.049138786375991,42.350787917290766","Every day at the cross walk at 343 Congress Street, Boston, while pedestrians are crossing, cars go speeding past and don't stop for pedestrians or cyclists. It is just a matter of time until a pedestrian or cyclist is injured or killed."
69646,2016-02-12T17:10:42.000Z,drives,Unassigned,"-71.114160897494386,42.299028066202894",People park illegally too close to the corner so that when trying to make a left turn onto Hyde Park Ave. you cannot see oncoming traffic.
69647,2016-02-12T17:14:18.000Z,walks,Unassigned,"-71.143509628581072,42.361907323919667",we need more crosswalks on Western Ave!
69648,2016-02-12T17:16:50.000Z,bikes,Unassigned,"-71.12950849734257,42.36343732704632","Since the apartments opened, there has been an influx of cars idling in the right turn lane. Many of these look like Ubers or Lyft cars. They block the right turn lane and force cars to drive in the bike lane."
69649,2016-02-12T17:26:12.000Z,bikes,Unassigned,"-71.109672220835506,42.350465801755526","Others mentioned cars crossing Comm Ave blocking the intersection, but didn't add this is dangerous once the Comm Ave light turns green: bikers trying to move through the blocking cars while there are fast moving cars headed W on CommAve."
69650,2016-02-12T17:29:54.000Z,walks,Unassigned,"-71.123107493395082,42.28736128751472",
69651,2016-02-12T17:33:33.000Z,bikes,Unassigned,"-71.129394503827967,42.356771036915738","If I die on my bike, I'm pretty sure it will be here.  Scariest part of my commute.  Cars think they are on a runway."
69652,2016-02-12T17:45:38.000Z,walks,Unassigned,"-71.096452953575891,42.332792510644488","\"I was in this crosswalk and someone looked right at me and didn't stop at the \"\"stop sign\"\" just kept rolling.\""
69653,2016-02-12T17:49:21.000Z,walks,Unassigned,"-71.051611783674474,42.338124065462026","People are constantly going too fast and not stopping for pedestrians trying to cross, even on zebras. I almost got ran over yesterday by a car turning the corner without stopping."
69654,2016-02-12T18:15:21.000Z,walks,Unassigned,"-71.072001936232894,42.357412228476079",Drivers routinely speed btw Charles St & David Mugar Way missing the STOP sign at the intersection of Brimmer and Mt Vernon.  It is dangerous for residents walking through this area - especially at dusk and late evening hours.
